"image","xmin","ymin","xmax","ymax","label"
"wba00211-c005_image_48.jpg",376.49944873208375,5.988970588235294,891.7420066152149,181.38970588235296,"shelf"
"wba00211-c005_image_48.jpg",361.01157662624036,206.55330882352942,876.2541345093716,381.9540441176471,"shelf"
"wba00211-c005_image_48.jpg",344.1538037486218,425.25,859.396361631753,600.6507352941177,"shelf"
"wba00211-c005_image_48.jpg",325.13506063947074,650.2610294117648,840.377618522602,825.6617647058824,"shelf"
"wba00211-c005_image_52.jpg",338.43439911797134,379.9246323529412,873.947078280044,679.8088235294118,"shelf"
"wba00211-c005_image_52.jpg",318.73208379272324,131.22242647058823,875.6725468577729,372.1930147058824,"shelf"
"wba00211-c005_image_50.jpg",291.5986769570011,22.94669117647059,1019.0628445424476,359.7904411764706,"shelf"
"wba00211-c005_image_50.jpg",328.43439911797134,342.89889705882354,1030.5016538037485,718.5827205882354,"shelf"
"wba00211-c005_image_49.jpg",384.7684674751929,112.71507352941177,1014.5589856670341,383.0680147058824,"shelf"
"wba00211-c005_image_49.jpg",392.06725468577724,387.09375,1027.2160970231532,673.7867647058824,"shelf"
"wba00211-c005_image_51.jpg",388.335170893054,191.2279411764706,907.0286659316428,391.53308823529414,"shelf"
"wba00211-c005_image_51.jpg",401.5270121278941,2.829044117647059,924.6471885336273,178.77573529411768,"shelf"
"wba00211-c005_image_51.jpg",397.05622932745314,409.0257352941177,876.9790518191841,640.6268382352941,"shelf"
"wba00211-c005_image_51.jpg",413.77618522601983,648.529411764706,887.3263506063947,897.4411764705883,"shelf"
"wba00211-c005_image_53.jpg",400.0551267916207,2.829044117647059,782.7177508269018,223.85845588235296,"shelf"
"wba00211-c005_image_53.jpg",393.4233737596472,228.46875000000003,787.6019845644983,401.11764705882354,"shelf"
"wba00211-c005_image_53.jpg",397.83351708930536,419.77389705882354,795.8820286659316,628.7702205882354,"shelf"
"wba00211-c005_image_53.jpg",401.6152149944873,630.0716911764706,808.5226019845645,853.3511029411765,"shelf"
"wba00211-c005_image_54.jpg",304.21168687982356,380.4044117647059,811.8026460859977,669.0551470588236,"shelf"
"wba00211-c005_image_54.jpg",303.5336273428886,157.42830882352942,815.2149944873208,366.4356617647059,"shelf"
"wba00211-c005_image_54.jpg",305.6890848952591,0.2371323529411765,804.0022050716648,150.94301470588238,"shelf"
"wba00211-c005_image_55.jpg",325.0716648291069,141.98161764705884,865.766262403528,375.7941176470589,"shelf"
"wba00211-c005_image_55.jpg",338.412348401323,382.8529411764706,874.0187431091509,682.2352941176471,"shelf"
"wba00211-c005_image_55.jpg",345.5237045203969,2.3933823529411766,845.2756339581035,120.28676470588236,"shelf"
"wba00211-c005_image_57.jpg",403.78721058434394,185.1341911764706,885.1378169790518,393.2757352941177,"shelf"
"wba00211-c005_image_57.jpg",407.7067254685777,403.5827205882353,861.3781697905181,636.7996323529412,"shelf"
"wba00211-c005_image_57.jpg",404.9173098125689,645.8382352941177,854.0683572216096,886.3455882352941,"shelf"
"wba00211-c005_image_56.jpg",413.5556780595369,2.994485294117647,873.5667034178609,180.93198529411765,"shelf"
"wba00211-c005_image_56.jpg",401.8357221609702,190.1029411764706,869.9558985667034,394.7371323529412,"shelf"
"wba00211-c005_image_56.jpg",404.84564498346197,411.01102941176475,867.7232635060639,646.0533088235295,"shelf"
"wba00211-c005_image_56.jpg",411.9128996692392,653.9889705882354,871.3285556780595,897.8161764705883,"shelf"
"wba00211-c005_image_61.jpg",332.8445424476295,60.18750000000001,969.024255788313,363.62867647058823,"shelf"
"wba00211-c005_image_61.jpg",354.20066152149946,380.16727941176475,937.5523704520397,679.0588235294118,"shelf"
"wba00211-c005_image_58.jpg",344.00220507166483,381.6121323529412,879.4156560088202,678.1985294117648,"shelf"
"wba00211-c005_image_58.jpg",340.1157662624035,117.34191176470588,895.4796030871003,370.81433823529414,"shelf"
"wba00211-c005_image_62.jpg",400.88754134509367,127.37316176470588,975.1212789415656,380.8952205882353,"shelf"
"wba00211-c005_image_62.jpg",408.12017640573316,401.53125,945.7662624035281,642.7830882352941,"shelf"
"wba00211-c005_image_62.jpg",395.23153252480705,660.9319852941177,911.2844542447629,893.9889705882354,"shelf"
"wba00211-c005_image_59.jpg",311.86328555678057,131.2996323529412,784.3660418963616,388.6213235294118,"shelf"
"wba00211-c005_image_59.jpg",312.37596471885337,390.9264705882353,790.5457552370451,673.0477941176471,"shelf"
"wba00211-c005_image_60.jpg",387.5413450937155,3.132352941176471,792.662624035281,225.90441176470588,"shelf"
"wba00211-c005_image_60.jpg",376.9294377067254,189.95404411764707,806.0915104740903,403.1305147058824,"shelf"
"wba00211-c005_image_60.jpg",389.6912899669239,420.5514705882353,790.4961411245865,623.4375,"shelf"
"wba00211-c005_image_60.jpg",406.4332965821389,626.966911764706,801.6482910694597,856.2904411764707,"shelf"
"wba00211-c005_image_63.jpg",314.2943770672547,14.145220588235295,1001.438809261301,364.2463235294118,"shelf"
"wba00211-c005_image_63.jpg",328.6549062844542,374.2996323529412,1005.3693495038589,695.7022058823529,"shelf"
"wba00211-c005_image_65.jpg",403.8864388092613,412.7481617647059,909.6471885336273,644.029411764706,"shelf"
"wba00211-c005_image_65.jpg",411.8357221609702,182.29411764705884,901.0474090407938,385.6819852941177,"shelf"
"wba00211-c005_image_65.jpg",400.10474090407934,0.12683823529411767,878.8533627342888,171.71691176470588,"shelf"
"wba00211-c005_image_65.jpg",395.6008820286659,650.9889705882354,913.340683572216,909.6617647058824,"shelf"
"wba00211-c005_image_66.jpg",333.08710033076073,389.0625,897.9437706725469,685.0808823529412,"shelf"
"wba00211-c005_image_66.jpg",335.53472987872107,122.5202205882353,891.2789415656009,365.96139705882354,"shelf"
"wba00211-c005_image_64.jpg",396.9018743109151,94.1029411764706,1002.0176405733185,384.7996323529412,"shelf"
"wba00211-c005_image_64.jpg",400.8213891951488,397.81433823529414,1011.2734288864388,646.7205882352941,"shelf"
"wba00211-c005_image_64.jpg",397.3649393605292,667.9963235294118,1002.5523704520397,960,"shelf"
"wba00211-c005_image_68.jpg",353.46196251378166,379.202205882353,887.3153252480704,673.466911764706,"shelf"
"wba00211-c005_image_68.jpg",352.4090407938258,129.20404411764707,884.0848952590959,369.4246323529412,"shelf"
"wba00211-c005_image_69.jpg",406.7199558985667,649.4283088235295,876.51598676957,890.2665441176472,"shelf"
"wba00211-c005_image_69.jpg",416.72546857772875,185.04595588235296,870.5898566703418,382.6819852941177,"shelf"
"wba00211-c005_image_69.jpg",414.5038588754134,5.509191176470589,869.1345093715545,178.125,"shelf"
"wba00211-c005_image_70.jpg",346.93495038588753,379.51102941176475,859.6692392502756,681.5349264705883,"shelf"
"wba00211-c005_image_70.jpg",338.46747519294377,139.21323529411765,850.9151047409041,371.4264705882353,"shelf"
"wba00211-c006_image_1.jpg",203.4343991179713,255.68382352941177,785.0385887541345,468.9209558823529,"shelf"
"wba00211-c006_image_1.jpg",201.99558985667034,8.525735294117647,770.9426681367144,291.7665441176471,"shelf"
"wba00211-c006_image_1.jpg",204.30540242557882,477.2867647058824,779.7353914002205,666.3198529411765,"shelf"
"wba00211-c006_image_1.jpg",218.0154355016538,681.0992647058824,777.5909592061741,886.8474264705883,"shelf"
"wba00211-c005_image_71.jpg",355.457552370452,153.1433823529412,829.2998897464167,376.2022058823529,"shelf"
"wba00211-c005_image_71.jpg",343.26350606394703,394.35661764705884,849.9117971334067,670.8805147058824,"shelf"
"wba00211-c006_image_10.jpg",206.2734288864388,19.003676470588236,790.5678059536936,280.3841911764706,"shelf"
"wba00211-c006_image_10.jpg",191.28445424476294,254.38786764705884,784.1455347298787,460.9025735294118,"shelf"
"wba00211-c006_image_10.jpg",183.7265711135612,474.8492647058824,813.3958103638367,677.1893382352941,"shelf"
"wba00211-c006_image_10.jpg",204.2668136714443,700.3621323529412,829.9614112458654,886.560661764706,"shelf"
"wba00211-c006_image_11.jpg",185.32524807056228,193.69852941176472,820.9592061742005,442.8253676470589,"shelf"
"wba00211-c006_image_11.jpg",181.07497243660418,450.47977941176475,811.2513781697904,687.7941176470589,"shelf"
"wba00211-c006_image_11.jpg",185.49062844542448,6.7224264705882355,798.8809261300992,250.65992647058826,"shelf"
"wba00211-c006_image_13.jpg",169.07386990077177,243.06617647058826,759.1124586549063,465.2040441176471,"shelf"
"wba00211-c006_image_13.jpg",179.17309812568908,15.909926470588236,746.4167585446527,288.71139705882354,"shelf"
"wba00211-c006_image_13.jpg",169.07386990077177,477.8327205882353,788.7375964718854,668.3327205882354,"shelf"
"wba00211-c006_image_13.jpg",209.32194046306503,680.2886029411765,803.109151047409,870.8547794117648,"shelf"
"wba00211-c006_image_12.jpg",209.24476295479602,19.38419117647059,812.4255788313119,271.8308823529412,"shelf"
"wba00211-c006_image_12.jpg",194.7574421168688,252.20404411764707,812.9713340683571,473.7022058823529,"shelf"
"wba00211-c006_image_12.jpg",194.31642778390295,482.06250000000006,817.5027563395811,685.4007352941177,"shelf"
"wba00211-c006_image_12.jpg",213.85887541345093,700.78125,839.8346196251377,893.9669117647059,"shelf"
"wba00211-c006_image_14.jpg",180.05512679162072,433.74264705882354,818.6218302094818,691.1194852941177,"shelf"
"wba00211-c006_image_14.jpg",188.62734288864388,195.50183823529414,830.1433296582138,444.37500000000006,"shelf"
"wba00211-c006_image_14.jpg",185.1984564498346,6.46875,829.0463065049613,231.74448529411765,"shelf"
"wba00211-c006_image_15.jpg",212.62954796030868,15.303308823529413,816.1907386990076,272.20036764705884,"shelf"
"wba00211-c006_image_15.jpg",200.4244762954796,259.3621323529412,830.4244762954796,476.8621323529412,"shelf"
"wba00211-c006_image_15.jpg",189.49283351708928,482.34375000000006,828.4178610804851,685.4338235294118,"shelf"
"wba00211-c006_image_15.jpg",218.88643880926128,714.6011029411765,830.1984564498346,883.6213235294117,"shelf"
"wba00211-c006_image_17.jpg",193.10915104740903,434.29411764705884,791.0584343991179,671.5202205882354,"shelf"
"wba00211-c006_image_17.jpg",194.26130099228223,201.9375,793.3958103638367,432.4246323529412,"shelf"
"wba00211-c006_image_17.jpg",191.36714443219404,2.933823529411765,778.858875413451,247.36764705882354,"shelf"
"wba00211-c006_image_2.jpg",200.303197353914,192.55698529411765,869.8897464167585,436.9356617647059,"shelf"
"wba00211-c006_image_2.jpg",184.8787210584344,435.5790441176471,872.5689084895258,704.6856617647059,"shelf"
"wba00211-c006_image_2.jpg",202.6901874310915,1.4944852941176472,867.2326350606395,208.3952205882353,"shelf"
"wba00211-c006_image_16.jpg",196.1907386990077,15.772058823529413,858.3076074972437,256.0477941176471,"shelf"
"wba00211-c006_image_16.jpg",205.94266813671442,258.61764705882354,892.4310915104741,470.4264705882353,"shelf"
"wba00211-c006_image_16.jpg",204.49834619625136,491.5808823529412,916.2127894156561,719.6415441176471,"shelf"
"wba00211-c006_image_18.jpg",209.19514884233737,19.389705882352942,778.4013230429989,281.00735294117646,"shelf"
"wba00211-c006_image_18.jpg",197.01212789415655,262.0367647058824,787.3208379272326,474.0992647058824,"shelf"
"wba00211-c006_image_18.jpg",193.19184123484013,483.639705882353,787.8169790518191,667.2959558823529,"shelf"
"wba00211-c006_image_18.jpg",210.1984564498346,681.3639705882354,798.2800441014332,872.0183823529412,"shelf"
"wba00211-c006_image_19.jpg",187.65159867695698,250.3841911764706,792.1058434399117,473.52022058823536,"shelf"
"wba00211-c006_image_19.jpg",174.92833517089304,480.2977941176471,787.2160970231532,666.9375,"shelf"
"wba00211-c006_image_19.jpg",195.01102535832413,681.84375,800.1984564498346,873.1875,"shelf"
"wba00211-c006_image_19.jpg",194.00771775082688,4.130514705882353,792.9272326350606,276.12683823529414,"shelf"
"wba00211-c006_image_24.jpg",187.64057331863285,481.670955882353,834.2006615214995,692.7628676470589,"shelf"
"wba00211-c006_image_24.jpg",200.20948180815876,253.1746323529412,824.0297684674752,475.4558823529412,"shelf"
"wba00211-c006_image_24.jpg",224.6085997794928,12.159926470588236,791.3285556780595,283.16360294117646,"shelf"
"wba00211-c006_image_24.jpg",223.0154355016538,709.8915441176471,858.5501653803748,905.4761029411765,"shelf"
"wba00211-c006_image_25.jpg",178.07056229327452,433.16911764705884,801.8853362734288,681.9264705882354,"shelf"
"wba00211-c006_image_25.jpg",184.61962513781697,207.34191176470588,802.3649393605292,443.9889705882353,"shelf"
"wba00211-c006_image_25.jpg",188.79823594266813,2.233455882352941,796.4553472987872,244.51654411764707,"shelf"
"wba00211-c006_image_23.jpg",195.62293274531422,252.28125000000003,729.2061742006615,473.61397058823536,"shelf"
"wba00211-c006_image_23.jpg",211.42227122381476,23.294117647058826,725.837927232635,303.5680147058824,"shelf"
"wba00211-c006_image_23.jpg",188.40683572216096,482.71875000000006,739.2061742006615,642.8161764705883,"shelf"
"wba00211-c006_image_23.jpg",207.122381477398,661.7205882352941,759.1510474090408,861.0551470588235,"shelf"
"wba00211-c006_image_21.jpg",188.39029768467475,433.43382352941177,892.8886438809261,727.4889705882354,"shelf"
"wba00211-c006_image_21.jpg",197.25468577728776,199.05882352941177,896.1466372657112,438.6121323529412,"shelf"
"wba00211-c006_image_21.jpg",197.33737596471883,2.454044117647059,902.4751929437706,191.2058823529412,"shelf"
"wba00211-c006_image_22.jpg",231.58765159867696,479.47058823529414,907.7122381477398,726.8216911764706,"shelf"
